application,page_name,object_name,xpath,xpath_ios
"Revamp_BCP,Home,btn_updateNow,""//*[@text='Update now']"",NULL"
"Revamp_BCP,Home,btn_menu_Accounts1,""(//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/navigation_bar_item_icon_view""])[1]"",NULL"
"Revamp_BCP,Home,btn_novoMenu1,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/header_hamburger_iv""]"",NULL"
"Revamp_BCP,Home,btn_pay1,""(//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/navigation_bar_item_icon_view""])[4]"",NULL"
"Revamp_BCP,Home,btn_contas1,""//android.widget.TextView[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/LeftMenuGroupItemText"" and @text=""Contas""]"",NULL"
"Revamp_BCP,Home,card_payCreditCard,""//*[@text=""Pay credit card""]"",NULL"
"Revamp_BCP,Home,txt_EUR,""//*[contains(@content-desc,""EUR"")]"",NULL"
"Revamp_BCP,Home,card_blocked,""//*[contains(@text,'blocked')]"",NULL"
"Revamp_BCP,Home,btn_verTodosOsMovimentos,""//*[@text=""ver todos os movimentos""]"",NULL"
"Revamp_BCP,Home,btn_popUpGerir,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/close_pop_up""]"",NULL"
"Revamp_BCP,Home,""lbl_Transfer via IBAN acoount nr or SPIN"",""//*[@text=""Transfer via IBAN, account nr. or SPIN""]"",NULL"
"Revamp_BCP,Home,""lbl_Transferir por IBAN conta ou SPIN"",""//*[@text=""Transferir por IBAN, conta ou SPIN""]"",NULL"
"Revamp_BCP,Home,""card_Transferir por IBAN conta ou SPIN"",""//*[@text=""Transferir por IBAN, conta ou SPIN""]"",""//*[@name=""Transferir por IBAN, conta ou SPIN"" or @name=""Transfer via IBAN, account nr. or SPIN""]"""
"Revamp_BCP,Home,btn_enter,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/croped_inverted_image_view""]"",""//*[@name=""Enter"" oe @name=""Entrar""]"""
"Revamp_BCP,Home,lbl_OperacoesPendentes,""//*[@text=""Operações pendentes""]"",NULL"
"Revamp_BCP,Home,card_GerirPoupanca,""//*[@text=""Gerir poupança""]"",NULL"
"Revamp_BCP,Home,card_VerHubPoupancas,""//*[@text=""Ver hub de poupanças""]"",NULL"
"Revamp_BCP,Home,""card_A sua sucursal"",NULL,""//XCUIElementTypeStaticText[@name=""A sua sucursal""]"""
"Revamp_BCP,Home,""btn_Pay services"",""//*[@text=""Pay services""]"",""//*[@name=""Pay services""]"""
"Revamp_BCP,Home,""lbl_Pagar servicos"",""//*[@text=""Pagar serviços""]"",""//*[@name=""Pagar serviços""]"""
"Revamp_BCP,Home,""lbl_Pedir credito pessoal"",""//*[@text=""Pedir crédito pessoal""]"",""//*[@name=""Pedir crédito pessoal""]"""
"Revamp_BCP,Home,""lbl_Request personal loan"",""//*[@text=""Request personal loan""]"",""//*[@name=""Request personal loan""]"""
"Revamp_BCP,Home,lbl_Save,""//*[@text=""Save""]"",NULL"
"Revamp_BCP,Home,""btn_Adicionar conta"",""//*[contains(@text,""Adicionar conta"") or contains(@content-desc,""Adicionar conta"")]"",""//*[@name=""Adicionar conta"" or @name=""Add an account""]"""
"Revamp_BCP,Home,lbl_EscolherContas_0Classic,NULL,""//*[@value=""0CLASSIC""]"""
"Revamp_BCP,Home,""lbl_EscolherContas_Dep NET M Flex"",NULL,""//*[@value=""Dep. NET M. FLEXIVEL""]"""
"Revamp_BCP,Home,""lbl_EscolherContas_ FACTORING COMPLETO C REC"",NULL,""//*[@value=""FACTORING COMPLETO C REC""]"""
"Revamp_BCP,Home,""lbl_escolherContas_CONTA TITULOS"",NULL,""//*[@value=""CONTA TITULOS""]"""
"Revamp_BCP,Home,btn_Confirmar,""//*[@text=""Confirmar""]"",""(//*[@name=""Confirmar"" or @name=""Confirm""])[1]"""
"Revamp_BCP,Home,""lbl_Millennium Direct"",""//*[@text=""Millennium direct""]"",NULL"
"Revamp_BCP,Home,""btn_Hamburger_Atraves do Pagar"",NULL,""//*[@name=""Button""] | //*[@name=""Menu lateral""]"""
"Revamp_BCP,Home,""btn_Manter Conta principal"",""//*[contains(@content-desc, 'Manter Conta principal') or contains(@content-desc, 'Keep main Account')]"",NULL"
"Revamp_BCP,Home,i_Wait_Transferir,NULL,""//XCUIElementTypeButton[(@name=""Transferir"" or @name=""Transfer"") and @visible=""true""]"""
"Revamp_BCP,Home,""btn_Ver agora"",""//*[contains(@text,'Ver agora')]"",NULL"
"Revamp_BCP,Home,""card_Ver dados do cartao"",""//*[contains(@text,""Ver dados do cartão"")]"",""//*[@name=""Ver dados do cartão""]"""
"Revamp_BCP,Home,lbl_Definitionemep,NULL,""//*[@name=""definitionemep""]"""
"Revamp_BCP,Home,""btn_Add accounts"",""//*[@text=""Add accounts""]"",NULL"
"Revamp_BCP,Home,""btn_Ok i understood"",""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/walkthroughtAccountsButton""]"",NULL"
"Revamp_BCP,Home,""btn_Add an account"",""//*[@text=""Add an account""]"",NULL"
"Revamp_BCP,Home,btn_Confirm,""//*[@text=""Confirm""]"",NULL"
"Revamp_BCP,Home,""btn_Ver todos_Proximos pagamentos"",""//*[@text=""Ver todos""]"",""//*[@name=""Ver todos""]"""
"Revamp_BCP,Home,""lbl_PROXIMOS PAGAMENTOS"",NULL,""//*[@name=""PRÓXIMOS PAGAMENTOS""]"""
"Revamp_BCP,Home,""btn_Novo_Proximos pagamentos"",NULL,""//*[@name=""Novo""]"""
"Revamp_BCP,Home,btn_Min_5Euros,""//*[@text=""Mín. 5€""]"",""//*[@name=""Mín. 5€""]"""
"Revamp_BCP,Home,i_setaDireita_Contas,NULL,""//*[@name=""Ir para próxima conta"" or @name=""Go to next account""]"""
"Revamp_BCP,Home,i_setaEsquerda_Patrimonio,NULL,""//XCUIElementTypeButton[@name=""Ir para património""]"""
"Revamp_BCP,Home,btn_Descobrir,""//*[contains(@text,""Descobrir"")]"",NULL"
"Revamp_BCP,Home,""lbl_Pagar com entidade e referencia"",""//*[@text=""Pagar com entidade e referência""]"",""//*[@name=""Pagar com entidade e referência""]"""
"Revamp_BCP,Home,""lbl_Pay with entity and reference"",""//*[@text=""Pay with entity and reference""]"",""//*[@name=""Pay with entity and reference""]"""
"Revamp_BCP,Home,""card_Pay mobiles and more"",NULL,""//*[@name=""Pay mobiles and more""]"""
"Revamp_BCP,Home,""card_Pay Gov and Social Security"",NULL,""//*[@name=""Pay Gov. and Social Security""]"""
"Revamp_BCP,Home,""card_Pagar telemoveis e outros"",NULL,""//*[@name=""Pagar telemóveis e outros""]"""
"Revamp_BCP,Home,""btn_Descobrir agora"",""//*[@text=""Descobrir agora""]"",NULL"
"Revamp_BCP,Home,btn_OK,NULL,""//*[@name=""OK""]"""
"Revamp_BCP,Home,lbl_MContact,""//*[@text=""MContacto""]"",""//*[@name=""Help"" or @name=""Ajuda""]"""
"Revamp_BCP,Home,""card_Top up mobiles and more"",NULL,""//*[@name=""Top up mobiles and more""]"""
"Revamp_BCP,Home,""card_Account Manager details"",""//*[contains(@content-desc,""Account Manager details"") or contains(@text,""Account Manager details"")]"",""//*[@name=""Account Manager details""]"""
"Revamp_BCP,Home,btn_voltar,""//android.widget.ImageView[@content-desc=""Voltar""]"",NULL"
"Revamp_BCP,Home,""card_Pedir contacto"",""//*[contains(@content-desc,""Pedir contacto"") or contains(@text,""Pedir contacto"")]"",""//*[@name=""Pedir contacto""]"""
"Revamp_BCP,Home,btn_VICTOR,""//*[contains(@content-desc,""VICTOR"")]"",NULL"
"Revamp_BCP,Home,btn_Teste,""//*[contains(@text,""195"") or contains(@text,""TESTE"") or contains(@text,""VICTOR"") or contains(@text,""AUTOMACAO"")]"",NULL"
"Revamp_BCP,Home,btn_card_save,NULL,""//*[@name=""Save""]"""
"Revamp_BCP,Home,""lbl_Ativar Notificacoes"",""//*[contains(@content-desc,""Ativar"") or contains(@text,""Ativar"")]"",NULL"
"Revamp_BCP,Home,btn_Cancelar,""//*[contains(@content-desc,""Cancelar"") or contains(@text,""Cancelar"")]"",NULL"
"Revamp_BCP,Home,""btn_X Atualizar Dados"",""//*[@content-desc=""Fechar"" or @content-desc=""Close""]"",""//*[@name=""Fechar"" or @name=""Close""]"""
"Revamp_BCP,Home,""btn_X_Atualizar dados"",NULL,""//*[@name=""Fechar modal""]"""
"Revamp_BCP,Home,btn_x_popupgerir,NULL,""//*[@name=""Fechar caixa""] | //*[@name=""Close drawer""]"""
"Revamp_BCP,Home,""btn_Mcontacto_Banco Mail"",NULL,""(//*[@name=""Banco Mail""])[3]"""
"Revamp_BCP,Home,""lbl_Banco Mail"",NULL,""//*[@name=""Banco Mail""]"""
"Revamp_BCP,Home,""btn_Banco Mail_Seta back"",NULL,""//*[@name=""Back""]"""
"Revamp_BCP,Home,""btn_permitir acesso total"",NULL,""//*[contains(@name,""Permitir acesso total"")]"""
"Revamp_BCP,MBWay,btn_CartoesMB_NET,""//*[@text=""Cartões"
"MB NET""]"",""//*[contains(@name,""MB NET"")]"""
"Revamp_BCP,MBWay,btn_criar_Cartao,""//*[contains(@content-desc,""Criar cartão"") or contains(@text,""Criar cartão"")]"",""//XCUIElementTypeStaticText[@name=""Criar cartão""]"""
"Revamp_BCP,MBWay,btn_CompraUnica,""//*[contains(@text,""Compra única"")]/following-sibling::*//*[@content-desc=""Criar""]"",""//XCUIElementTypeStaticText[@name=""Compra única""]"""
"Revamp_BCP,MBWay,input_ValorCartao,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/moneyAmountEt""]"",""//*[@value=""0"" or @value=""0,00"" or @name=""EUR"" or @name=""EUR/MÊS"" or @name=""EUR/MONTH""]"""
"Revamp_BCP,MBWay,btn_Continuar,""//*[contains(@text,""Continuar"") or contains(@content-desc,""Continuar"")]"",""//*[@name=""Continuar""]"""
"Revamp_BCP,MBWay,input_NomeCartaoCompra,""//*[@text=""ex: bilhetes cinema""]"",//XCUIElementTypeTextField"
"Revamp_BCP,MBWay,btn_IconCancelar,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/cancel_image_view""]"",""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther[2]/XCUIElementTypeScrollView/XCUIElementTypeOther[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther[3]/XCUIElementTypeOther/XCUIElementTypeOther[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther[3]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeImage"""
"Revamp_BCP,MBWay,btn_QueroCancelar,""//*[contains(@content-desc,""Sim, quero cancelar"") or contains(@text,""Sim, quero cancelar"")]"",""//XCUIElementTypeButton[@name=""Sim, quero cancelar""]"""
"Revamp_BCP,MBWay,lbl_CartaoCancelado,""//*[@text=""Já está! O seu cartão MB NET foi cancelado""]"",""//XCUIElementTypeStaticText[@name=""Já está! O seu cartão MB NET foi cancelado""]"""
"Revamp_BCP,MBWay,btn_IrParaCartoes,""//*[contains(@content-desc,""Ir para Cartões"")]"",""//XCUIElementTypeButton[@name=""Ir para Cartões MB NET""]"""
"Revamp_BCP,MBWay,btn_IconFiltro,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/ibFilters""]"",""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeImage"""
"Revamp_BCP,MBWay,btn_Inativo,""//*[@text=""Inativo""]"",""//XCUIElementTypeStaticText[@name=""Inativo""]"""
"Revamp_BCP,MBWay,btn_VerResultados,""//*[contains(@content-desc,""Ver resultados"") or contains(@text,""Ver resultados"")]"",""//XCUIElementTypeButton[@name=""Ver resultados""]"""
"Revamp_BCP,MBWay,btn_VariasCompras,""//*[contains(@text,""Várias compras"")]/following-sibling::*//*[@content-desc=""Criar""]"",""//XCUIElementTypeStaticText[@name=""Várias compras""]"""
"Revamp_BCP,MBWay,btn_Pagamento_recorrente,""//*[contains(@text,""Pagamento recorrente"")]/following-sibling::*//*[@content-desc=""Criar""]"",""//XCUIElementTypeStaticText[@name=""Pagamento recorrente""]"""
"Revamp_BCP,MBWay,i_back,NULL,""//XCUIElementTypeButton[@name=""custom back""]"""
"Revamp_BCP,MBWay,lbl_qualValorCartao,""//*[@text=""Qual o valor do cartão?""]"",""//XCUIElementTypeStaticText[@name=""Qual o valor do cartão?""]"""
"Revamp_BCP,MBWay,lbl_queNomeQuerDarCartao,""//*[@text=""Que nome quer dar ao seu cartão?""]"",""//XCUIElementTypeStaticText[@name=""Que nome quer dar ao seu cartão?""]"""
"Revamp_BCP,MBWay,card_levantar,""//*[@text=""Levantar no Multibanco""]"",""//*[@name=""Levantar no Multibanco""]"""
"Revamp_BCP,MBWay,card_PedirDinheiro,""//*[contains(@text,""Pedir"") and contains(@text,""dinheiro"")]/.."",""//XCUIElementTypeStaticText[@name=""Pedir dinheiro""]"""
"Revamp_BCP,MBWay,lbl_QuantoQuerPedir,""//*[@text=""Quanto quer pedir?""]"",""//XCUIElementTypeStaticText[@name=""Quanto quer pedir?""]"""
"Revamp_BCP,MBWay,btn_1,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/t9_key_1""]"",NULL"
"Revamp_BCP,MBWay,btn_0,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/t9_key_0""]"",NULL"
"Revamp_BCP,MBWay,btn_Confirmar,""//*[@text=""Confirmar"" "
"   or @text=""Confirm"" "
"   or @text=""OK"" "
"   or @text=""Ok"""
"   or @content-desc=""Confirmar"""
"   or @content-desc=""Confirm"""
"   or @content-desc=""OK"""
"   or @content-desc=""Ok"""
"]"",""//XCUIElementTypeButton[@name=""Confirmar""]"""
"Revamp_BCP,MBWay,lbl_AQuem_2,""//*[contains(@text,""A quem"")]"",""//*[@name=""A quem""]"""
"Revamp_BCP,MBWay,btn_IrParaInicio,""//*[@text=""Ir para o início""]"",""//XCUIElementTypeButton[@name=""Ir para o início""]"""
"Revamp_BCP,MBWay,btn_AlertoSino,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/headerNotificationsIv""]"",""//XCUIElementTypeButton[@name=""notificacoes mwallet""]"""
"Revamp_BCP,MBWay,btn_PedidosDeDinheiro,""//*[@text=""Pedidos de dinheiro""]"",""//XCUIElementTypeStaticText[@name=""Pedidos de dinheiro""]"""
"Revamp_BCP,MBWay,""btn_POR RECEBER"",""//*[@text=""POR RECEBER""]"",NULL"
"Revamp_BCP,MBWay,btn_Cancelar,""//*[contains(@text,""Cancelar"") or contains(@content-desc,""Cancelar"")]"",""//*[@name=""Cancelar""]"""
"Revamp_BCP,MBWay,btn_Nao,""//*[@text=""Não"" or @content-desc=""Não""]"",""//*[@name=""Não""]"""
"Revamp_BCP,MBWay,btn_Sim,""//*[@text=""Sim"" or @content-desc=""Sim""]"",""//*[@name=""Sim""]"""
Revamp_BCP,MBWay,btn_load,//android.widget.ProgressBar,NULL
"Revamp_BCP,MBWay,btn_Ok,""//*[contains(@content-desc,""Ok"") or contains(@text,""Ok"")]"",""//*[@name=""OK"" or @name=""Ok""]"""
"Revamp_BCP,MBWay,lbl_MontanteAPedir,""//*[contains(@text,""Montante a pedir"")]"",""//*[@name=""Montante a pedir""]"""
"Revamp_BCP,MBWay,lbl_CustoDeOperacao,""//*[contains(@text,""Custo"") and contains(@text,""operação"")]/.."",NULL"
"Revamp_BCP,MBWay,lbl_ReceberEm,""//*[@text=""Receber em""]"",""//*[@name=""Receber em""]"""
"Revamp_BCP,MBWay,btn_IrParaAtividade,""//*[@text=""Ir para Atividade""]"",""//*[@name=""Ir para Atividade""]"""
"Revamp_BCP,MBWay,lbl_EnviarOuGuardarComprovativo,""//*[@text=""Enviar ou guardar comprovativo""]"",""//*[@name=""Enviar ou guardar comprovativo"" or @name=""Proof""]"""
"Revamp_BCP,MBWay,lbl_PedidoEnviado,""//*[@text=""Pedido enviado""]"",""//XCUIElementTypeStaticText[@name=""Pedido enviado""]"""
"Revamp_BCP,MBWay,lbl_Aquem_1,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/messageTextView""]"",""//XCUIElementTypeButton[@name=""Cancelar""]"""
"Revamp_BCP,MBWay,card_withdraw,""//*[@text=""Withdraw at the ATM""]"",""//XCUIElementTypeStaticText[@name=""Withdraw at the ATM""]"""
"Revamp_BCP,MBWay,card_RequestMoney,""//*[contains(@text,""Request"") and contains(@text,""money"")]/.."",""//*[@name=""Request money""]"""
"Revamp_BCP,MBWay,lbl_pagar,NULL,""//XCUIElementTypeStaticText[@name=""Pagar""]"""
"Revamp_BCP,MBWay,btn_Continue,""//*[contains(@text,""Continue"") or contains(@content-desc,""Continue"")]"",""//*[@name=""Continue""]"""
"Revamp_BCP,MBWay,i_lbl_contactoBBC,NULL,""//*[contains(@name,""Bbc"")]"""
"Revamp_BCP,MBWay,btn_Confirm,""//*[@text=""Confirmar"" or @text=""Confirm"" or @text=""OK"" or @text=""Ok""]"",""//XCUIElementTypeButton[@name=""Confirm""]"""
"Revamp_BCP,MBWay,btn_Home,""//*[contains(@content-desc,""Home"") or contains(@text,""Home"")]"",""//*[@name=""Home""]"""
"Revamp_BCP,MBWay,btn_GoToActivity,""//*[@text=""Go to Activity""]"",""//*[@name=""Go to Activity""]"""
"Revamp_BCP,MBWay,btn_aceitarDinheiro,NULL,""//XCUIElementTypeStaticText[@name=""ACEITAR""]"""
"Revamp_BCP,MBWay,btn_enviarDinheiro,""//*[@text=""Enviar""]"",""//*[@name=""Enviar""]"""
"Revamp_BCP,MBWay,btn_Relembrar,""//*[@text=""Relembrar""]"",""//*[@name=""Relembrar""]"""
"Revamp_BCP,MBWay,btn_Notifications,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/headerNotificationsIv""]"",NULL"
"Revamp_BCP,MBWay,""btn_MoneyRequests "",""//*[@text=""Money requests""]"",NULL"
"Revamp_BCP,MBWay,""btn_Waiting to receive"",""//*[contains(@content-desc,""WAITING TO RECEIVE"") or contains(@text,""WAITING TO RECEIVE"")]"",""//*[@name=""WAITING TO RECEIVE""]"""
"Revamp_BCP,MBWay,btn_Cancel,""//*[contains(@text,""Cancel"") or contains(@content-desc,""Cancel"")]"",""//*[@name=""mbnetCards_cancel_shortcut""]"""
"Revamp_BCP,MBWay,btn_No,""//*[@text=""No"" or @content-desc=""No""]"",""//*[@name=""No""]"""
"Revamp_BCP,MBWay,btn_Yes,""//*[contains(@text,""Yes"") or contains(@content-desc,""Yes"")]"",""//*[@name=""Yes""]"""
"Revamp_BCP,MBWay,btn_ContasDivididas,""//*[@text=""Contas divididas""]"",NULL"
"Revamp_BCP,MBWay,lbl_doneYourMBNetCardCancelled,NULL,""//XCUIElementTypeStaticText[@name=""Done! Your MB NET card was cancelled""]"""
"Revamp_BCP,MBWay,lbl_Sent,""//*[contains(@text,""sent"") or contains(@text,""Sent"")]"",NULL"
"Revamp_BCP,MBWay,""lbl_Amount to request"",""//*[@text=""Amount to request""]"",""//*[@name=""Amount to request""]"""
"Revamp_BCP,MBWay,lbl_Towhom,""//*[@text=""To whom""]"",""//*[@name=""To whom""]"""
"Revamp_BCP,MBWay,""lbl_Receive on"",""//*[@text=""Receive on""]"",""//*[@name=""Receive on""]"""
"Revamp_BCP,MBWay,lbl_SendOrSaveProof,""//*[@text=""Send or save proof""]"",""//*[contains(@name,""Proof"") or contains(@name, ""proof"")]"""
"Revamp_BCP,MBWay,lbl_AsMinhasTransferencias,""//*[@text=""As minhas transferências""]"",NULL"
"Revamp_BCP,MBWay,lbl_OsMeusPagamentos,""//*[@text=""Os meus pagamentos""]"",NULL"
"Revamp_BCP,MBWay,lbl_OsMeusLevantamentos,""//*[@text=""Os meus levantamentos""]"",NULL"
"Revamp_BCP,MBWay,lbl_PedidosDeDinheiro,""//*[@text=""Pedidos de dinheiro""]"",NULL"
"Revamp_BCP,MBWay,lbl_ContasDivididas,""//*[@text=""Contas divididas""]"",""//XCUIElementTypeStaticText[@name=""Contas divididas""]"""
"Revamp_BCP,MBWay,card_dividirConta,""//*[contains(@text,""Dividir"") and contains(@text,""conta"")]/.."",""//*[@name=""Dividir"
"conta""]"""
"Revamp_BCP,MBWay,lbl_TipoDeOperacao,""//*[@text=""Tipo de operação""]"",""//*[@name=""Tipo de operação"" or @name=""Tipo de Operação""]"""
"Revamp_BCP,MBWay,lbl_Montante,""//*[@text=""Montante""]"",""//*[@name=""Montante""]"""
"Revamp_BCP,MBWay,""lbl_A quem"",""//*[@text=""A quem""]"",NULL"
"Revamp_BCP,MBWay,lbl_Estado,""//*[@text=""Estado""]"",""//*[@name=""Estado""]"""
"Revamp_BCP,MBWay,lbl_ExpiraA,""//*[@text=""Expira a""]"",""//*[@name=""Expira a""]"""
"Revamp_BCP,MBWay,lbl_PretendeCancelarOPedidoDeDinheiroA,""//*[contains(@text,""Pretende cancelar o pedido de dinheiro a"")]"",""//*[contains(@name,""Pretende cancelar o pedido de dinheiro a"")]"""
"Revamp_BCP,MBWay,lbl_PedidoDeDinheiroCancelado,""//*[contains(@text,""Pedido de dinheiro cancelado"")]"",""//*[@name=""Pedido de dinheiro cancelado""]"""
"Revamp_BCP,MBWay,lbl_Cancelado,""//*[@text=""CANCELADO""]"",""(//*[@name=""CANCELADO""])[1]"""
"Revamp_BCP,MBWay,lbl_MyTransfers,""//*[@text=""My transfers""]"",NULL"
"Revamp_BCP,MBWay,lbl_MyWithdrawals,""//*[@text=""My withdrawals""]"",NULL"
"Revamp_BCP,MBWay,lbl_MyPayments,""//*[@text=""My payments""]"",NULL"
"Revamp_BCP,MBWay,lbl_MoneyRequests,""//*[@text=""Money requests""]"",""//*[contains(@name,""Money request"")]"""
"Revamp_BCP,MBWay,lbl_SplitBills,""//*[@text=""Split bills""]"",""//*[@name=""Split bill""]"""
"Revamp_BCP,MBWay,lbl_OperationType,""//*[@text=""Operation type"" or @text=""Transaction type""]"",""//*[@name=""Operation type"" or @name=""Transaction type""]"""
"Revamp_BCP,MBWay,lbl_Amount,""//*[@text=""Amount""]"",""//*[@name=""Amount""]"""
"Revamp_BCP,MBWay,lbl_State,""//*[@text=""State""]"",""//*[@name=""State"" or @name=""Status""]"""
"Revamp_BCP,MBWay,lbl_ExpiresIn,""//*[@text=""Expires in""]"",""//*[@name=""Expires in""]"""
"Revamp_BCP,MBWay,lbl_CancelYourMoneyRequestTo,""//*[contains(@text,""Cancel your money request to"")]"",NULL"
"Revamp_BCP,MBWay,lbl_MoneyRequestCancelled,""//*[contains(@text,""Money request cancelled"")]"",NULL"
"Revamp_BCP,MBWay,lbl_Cancelled,""//*[contains(@content-desc,""CANCELLED"") or contains(@text,""CANCELLED"")]"",NULL"
"Revamp_BCP,MBWay,btn_IrParaMBWAY,""//*[contains(@content-desc,""Ir para MB WAY"") or contains(@text,""Ir para MB WAY"")]"",NULL"
"Revamp_BCP,MBWay,btn_TodosOsTipos,""//*[@text=""Todos os tipos""]"",NULL"
"Revamp_BCP,MBWay,btn_TodosOsEstados,""//*[@text=""Todos os estados""]"",NULL"
"Revamp_BCP,MBWay,btn_Ativo,""//*[@text=""Ativo""]"",NULL"
"Revamp_BCP,MBWay,card_MBNETCards_EN,""//*[@text=""MB NET"
"Cards""]"",""//*[@name=""MB NET Cards""]"""
"Revamp_BCP,MBWay,lbl_jaEstaEnviouEUR,""//*[contains(@text,""Já está!"")]"",""//*[contains(@name,""Já está"")]"""
"Revamp_BCP,MBWay,lbl_jaRecebeuODinheiroNaConta,NULL,""//*[contains(@name,""já recebeu o dinheiro na conta"")]"""
"Revamp_BCP,MBWay,lbl_transferenciaMBWay,NULL,""//XCUIElementTypeStaticText[@name=""Transferência MB WAY""]"""
"Revamp_BCP,MBWay,lbl_paraQuem,""//*[@text=""Para quem""]"",""//*[contains(@name,""Para quem"")]"""
"Revamp_BCP,MBWay,lbl_deQueCartao,""//*[@text=""De que cartão""]"",""//XCUIElementTypeStaticText[@name=""De que cartão""]"""
"Revamp_BCP,MBWay,btn_verMovimentos,""//*[@text=""Ver movimentos""]"",""//XCUIElementTypeStaticText[@name=""Ver movimentos""]"""
"Revamp_BCP,MBWay,lbl_deQueCartao_Truncagem_3780,NULL,""//XCUIElementTypeStaticText[@name=""**** **** **** 3780""]"""
"Revamp_BCP,MBWay,lbl_All,""//*[@text=""All""]"",NULL"
"Revamp_BCP,MBWay,lbl_SinglePurchase,""//*[contains(@text,""Single purchase"")]/following-sibling::*//*[@content-desc=""Create""]"",NULL"
"Revamp_BCP,MBWay,lbl_MultiplePurchases,""//*[contains(@text,""Multiple purchases"")]/following-sibling::*//*[@content-desc=""Create""]"",NULL"
"Revamp_BCP,MBWay,lbl_RecurringPayment,""//*[contains(@text,""Recurring payment"")]/following-sibling::*//*[@content-desc=""Create""]"",""//*[@name=""Recurring payment""]"""
"Revamp_BCP,MBWay,lbl_Active,""//*[@text=""Active""]"",NULL"
"Revamp_BCP,MBWay,lbl_Inactive,""//*[@text=""Inactive""]"",NULL"
"Revamp_BCP,MBWay,btn_ShowResults,""//*[@text=""Show results""]"",NULL"
"Revamp_BCP,MBWay,btn_aceitarDinheiroCelulaToda,NULL,""(//*[@name=""ACEITAR""])[1]/parent::XCUIElementTypeCell"""
"Revamp_BCP,MBWay,btn_recusar,""//*[@text=""Recusar""]"",""//*[@name=""Recusar""]"""
"Revamp_BCP,MBWay,lbl_pedidoDeDinheiroRecusado,""//*[contains(@text,""Pedido de dinheiro recusado"")]"",""//XCUIElementTypeStaticText[@name=""Pedido de dinheiro recusado""]"""
"Revamp_BCP,MBWay,lbl_detalheNotificacao,NULL,""//*[@name=""Detalhe da notificação""]"""
"Revamp_BCP,MBWay,card_EnviarDinheiro,""//*[contains(@text,""Enviar"") and contains(@text,""dinheiro"")]/.."",""//*[@name=""Enviar dinheiro""]"""
"Revamp_BCP,MBWay,lbl_QuantoQuerEnviar,""//*[@text=""Quanto quer enviar?""]"",""//*[@name=""Quanto quer enviar?""]"""
"Revamp_BCP,MBWay,img_certo,""//*[@resource-id=""wit.android.bcpBankingApp.millenniumQUA:id/mwallet_conclusion_operation_image""]"",""//XCUIElementTypeApplication[@name=""QuaMillennium""]/XCUIElementTypeWindow[1]/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeOther/XCUIElementTypeScrollView/XCUIElementTypeOther[1]/XCUIElementTypeOther[1]/XCUIElementTypeOther/XCUIElementTypeImage"""
"Revamp_BCP,MBWay,lbl_ParaQuem_PontoInterrogacao,""//*[@text=""Para quem?""]"",NULL"
"Revamp_BCP,MBWay,lbl_Para,""//*[@text=""Para""]"",""//*[@name=""Para""]"""
"Revamp_BCP,MBWay,lbl_ARececaoDaTransfereniaEstaPendente,""//*[@text=""A receção da transferência está pendente de aceitação do destinatário""]"",NULL"
